Category,Sex,Product,Color,Subcategory,Reference,Price,Image,Link
hosen,damen,GERADE GESCHNITTENE HOSE AUS REINEM LEINEN,Grün,gerade,375560280,39.95,https://static.zara.net/assets/public/952b/f55d/f14c470d8a81/0659eea92be3/08277707515-a1/08277707515-a1.jpg?ts=1720690192597&w=104&f=auto,https://www.zara.com/de/de/gerade-geschnittene-hose-aus-reinem-leinen-p08277707.html
hosen,damen,WEITE HOSE MIT PRINT,Bunt,weite,364112955,39.95,https://static.zara.net/assets/public/3db1/58e6/7c314e8db5db/1bd12bc54886/01821221330-p/01821221330-p.jpg?ts=1718703560831&w=104&f=auto,https://www.zara.com/de/de/weite-hose-mit-print-p01821221.html
hosen,damen,PATCHWORK-HOSE IN SATINOPTIK,Bunt,patchwork,387563906,39.95,https://static.zara.net/assets/public/2a2a/2981/821a4ae0a83d/a450b9270a82/08890181330-p/08890181330-p.jpg?ts=1724162294074&w=104&f=auto,https://www.zara.com/de/de/patchwork-hose-in-satinoptik-p08890181.html
hosen,damen,WEITE HOSE AUS LEINENMISCHGEWEBE,Beige,weite,368725100,39.95,https://static.zara.net/assets/public/3e5b/dc31/c492420d9d3f/81d1cec4ffe2/08017939450-p/08017939450-p.jpg?ts=1717749645424&w=104&f=auto,https://www.zara.com/de/de/weite-hose-aus-leinenmischgewebe-p08017939.html
hosen,damen,HOSE MIT ZIERNÄHTEN,Beige,hose,406226430,39.95,https://static.zara.net/assets/public/fb8a/8098/91144ac08a86/aabf91ead38b/04745221711-015-a1/04745221711-015-a1.jpg?ts=1726832475342&w=104&f=auto,https://www.zara.com/de/de/hose-mit-ziernahten-p04745221.html
hosen,damen,SATINIERTE HOSE MIT PRINT,Blau,satinierte,387563907,39.95,https://static.zara.net/assets/public/7336/e02a/fbc242b59ebf/6e36853f2ea2/08093173080-a1/08093173080-a1.jpg?ts=1723204841354&w=104&f=auto,https://www.zara.com/de/de/satinierte-hose-mit-print-p08093173.html
hosen,damen,HOSE AUS LEINENMISCHGEWEBE,Blau,hose,379293314,39.95,https://static.zara.net/assets/public/767f/f550/8f204ae8a495/3d7306899e6d/08277734401-p/08277734401-p.jpg?ts=1723204846824&w=104&f=auto,https://www.zara.com/de/de/hose-aus-leinenmischgewebe-p08277734.html
hosen,damen,CROPPED-HOSE MIT SPITZE,Creme,cropped,383731139,39.95,https://static.zara.net/assets/public/226f/9896/bb40460499b6/c9ba068e1cd1/08786515712-a1/08786515712-a1.jpg?ts=1723204841664&w=104&f=auto,https://www.zara.com/de/de/cropped-hose-mit-spitze-p08786515.html
hosen,damen,WEITE HOSE IN MINIMALISTISCHEN DESIGN MIT SCHRIFTZUG,Grau,weite,378053935,29.95,https://static.zara.net/assets/public/beb7/417d/727641acb661/cbf1a0013657/01165462811-p/01165462811-p.jpg?ts=1723111269807&w=104&f=auto,https://www.zara.com/de/de/weite-hose-in-minimalistischen-design-mit-schriftzug-p01165462.html
hosen,damen,POINTELLE-LEGGINGS,Schwarz,pointelle,402773134,19.95,https://static.zara.net/assets/public/661c/5a4b/bfb349548a35/b14fe6fbfa64/01223824800-e21/01223824800-e21.jpg?ts=1718791218303&w=104&f=auto,https://www.zara.com/de/de/pointelle-leggings-p01223824.html
hosen,damen,POINTELLE-LEGGINGS,Schwarz,pointelle,402773125,19.95,https://static.zara.net/assets/public/6646/0945/77c845228241/f71ddd2a4626/01223824800-015-a1/01223824800-015-a1.jpg?ts=1725448898232&w=104&f=auto,https://www.zara.com/de/de/pointelle-leggings-p01223824.html
hosen,damen,GESTREIFTE PYJAMA-HOSE MIT BOXERSHORTS-BUND,Flieder,gestreifte,365699451,29.95,https://static.zara.net/assets/public/882c/b6db/f43b4b719662/a85cb1c76e69/03152410612-a1/03152410612-a1.jpg?ts=1716907742376&w=104&f=auto,https://www.zara.com/de/de/gestreifte-pyjama-hose-mit-boxershorts-bund-p03152410.html
hosen,damen,GERADE GESCHNITTENE SATINHOSE,Grau,gerade,375125097,29.95,https://static.zara.net/assets/public/db23/67bd/bca44f7d9c67/4536679ad745/01058459819-p/01058459819-p.jpg?ts=1721231216237&w=104&f=auto,https://www.zara.com/de/de/gerade-geschnittene-satinhose-p01058459.html
hosen,damen,WEITE PLISSÉE-HOSE,Gelb,weite,370356019,29.95,https://static.zara.net/assets/public/9aaf/0213/92284d7282e2/0ebfa2cf3f74/01067456321-p/01067456321-p.jpg?ts=1721286537930&w=104&f=auto,https://www.zara.com/de/de/weite-plissee-hose-p01067456.html
hosen,damen,WEITE FLIESSENDE HOSE,Schwarz,weite,377265538,29.95,https://static.zara.net/assets/public/c7c5/e472/8788409a96e2/5e5a48fab8bd/08563744800-a1/08563744800-a1.jpg?ts=1722597817604&w=104&f=auto,https://www.zara.com/de/de/weite-fliessende-hose-p08563744.html
hosen,damen,PLISSÉEHOSE,Lila,plisseehose,381408177,29.95,https://static.zara.net/assets/public/2aca/40b3/403c4faf8f78/0d78903129d5/04813827629-e1/04813827629-e1.jpg?ts=1723542031057&w=104&f=auto,https://www.zara.com/de/de/plisseehose-p04813827.html
hosen,damen,GESTREIFTE PALAZZOHOSE,Gestreift,gestreifte,382121389,25.95,https://static.zara.net/assets/public/c3fd/d16b/3aae44659624/4e45cbbc01dd/00264652104-p/00264652104-p.jpg?ts=1723566778438&w=104&f=auto,https://www.zara.com/de/de/gestreifte-palazzohose-p00264652.html
hosen,damen,HOSE MIT BLUMENMUSTER,Bunt,hose,387563908,39.95,https://static.zara.net/assets/public/3cda/6daa/c08245e4b6d7/23cc68ea18dc/08093197330-p/08093197330-p.jpg?ts=1723621518329&w=104&f=auto,https://www.zara.com/de/de/hose-mit-blumenmuster-p08093197.html
hosen,damen,FLIESSENDE WICKELHOSE,Blau,fliessende,385886163,29.95,https://static.zara.net/assets/public/15b9/684d/345340c6b2a2/a56c17c5163b/00264657422-a1/00264657422-a1.jpg?ts=1723620136046&w=104&f=auto,https://www.zara.com/de/de/fliessende-wickelhose-p00264657.html
hosen,damen,CULOTTE MIT HOHEM BUND,Braun,culotte,388876675,29.95,https://static.zara.net/assets/public/8d0f/9f37/a0924d2ca14d/080d2ca6b8f9/08878337756-a1/08878337756-a1.jpg?ts=1723620124858&w=104&f=auto,https://www.zara.com/de/de/culotte-mit-hohem-bund-p08878337.html
hosen,damen,BAGGYHOSE AUS RUSTIKALEM NICKI,Creme,baggyhose,381534384,25.95,https://static.zara.net/assets/public/7bea/15c6/89a1487ebb72/dea349582436/03199808712-p/03199808712-p.jpg?ts=1724417478079&w=104&f=auto,https://www.zara.com/de/de/baggyhose-aus-rustikalem-nicki-p03199808.html
hosen,damen,SWEATPANTS AUS FESTEM STOFF,Creme,sweatpants,380083653,25.95,https://static.zara.net/assets/public/2a63/2bee/b9484dc09479/de39277cf5a1/03199801712-p/03199801712-p.jpg?ts=1724417481169&w=104&f=auto,https://www.zara.com/de/de/sweatpants-aus-festem-stoff-p03199801.html
hosen,damen,WEITE HOSE – LONG LENGTH,Schwarz,weite,381479780,25.95,https://static.zara.net/assets/public/cc2f/4bf9/241941f7995b/0a36d71155c6/02298156800-015-p/02298156800-015-p.jpg?ts=1718369752630&w=104&f=auto,https://www.zara.com/de/de/weite-hose-%E2%80%93-long-length-p02298156.html
hosen,damen,WESTE AUS REINEM LEINEN ZW COLLECTION,Schwarz,weste,376541307,49.95,https://static.zara.net/assets/public/7102/6546/5b0b4452baa4/061f89810d70/04043266800-p/04043266800-p.jpg?ts=1722506365856&w=104&f=auto,https://www.zara.com/de/de/weste-aus-reinem-leinen-zw-collection-p04043266.html
hosen,damen,CAPRIHOSE – ZW COLLECTION,Schwarz,caprihose,396415341,49.95,https://static.zara.net/assets/public/a7ea/157e/8227474d8f31/22fc8268ef5d/07149243800-015-p/07149243800-015-p.jpg?ts=1722872467179&w=104&f=auto,https://www.zara.com/de/de/caprihose-%E2%80%93-zw-collection-p07149243.html
hosen,damen,PAREO-HOSE AUS REINEM LEINEN ZW COLLECTION,Grau,pareo,367702588,59.95,https://static.zara.net/assets/public/b98c/5ef4/a39e414f9af2/af5ba00071a7/08134904814-a1/08134904814-a1.jpg?ts=1721379420107&w=104&f=auto,https://www.zara.com/de/de/pareo-hose-aus-reinem-leinen-zw-collection-p08134904.html
hosen,damen,BAUSCHIGE HOSE MIT STREIFEN ZW COLLECTION,Beige,bauschige,367702583,55.95,https://static.zara.net/assets/public/6227/b508/c7c64e0c9c0e/97326c88c13c/08116630711-p/08116630711-p.jpg?ts=1721379418472&w=104&f=auto,https://www.zara.com/de/de/bauschige-hose-mit-streifen-zw-collection-p08116630.html
hosen,damen,GERADE GESCHNITTENE HOSE AUS FLIESSENDEM STOFF,Braun,gerade,395974234,22.95,https://static.zara.net/assets/public/917d/6155/408b4d70bef0/32440aebf397/01165737717-p/01165737717-p.jpg?ts=1725530314114&w=104&f=auto,https://www.zara.com/de/de/gerade-geschnittene-hose-aus-fliessendem-stoff-p01165737.html
hosen,damen,FLIESSENDE HOSE,Schwarz,fliessende,364242657,19.95,https://static.zara.net/assets/public/088e/ccf0/43234c37835e/99c0c482b51f/01165079800-p/01165079800-p.jpg?ts=1712160355833&w=104&f=auto,https://www.zara.com/de/de/fliessende-hose-p01165079.html
hosen,damen,WEITE PYJAMAHOSE ZW COLLECTION,Blau,weite,389020943,45.95,https://static.zara.net/assets/public/539d/87cb/be0c4930a62e/cfdde6329d39/08819310401-p/08819310401-p.jpg?ts=1723478587566&w=104&f=auto,https://www.zara.com/de/de/weite-pyjamahose-zw-collection-p08819310.html
hosen,damen,HOSE MIT SPITZENKANTE AM BEINABSCHLUSS ZW COLLECTION,Schwarz,hose,384568964,45.95,https://static.zara.net/assets/public/1017/9b5c/9acc4628b69f/4c3de31ab113/08793213800-a3/08793213800-a3.jpg?ts=1723478596656&w=104&f=auto,https://www.zara.com/de/de/hose-mit-spitzenkante-am-beinabschluss-zw-collection-p08793213.html
hosen,damen,HOSE MIT SPITZE,Grün,hose,407573352,45.95,https://static.zara.net/assets/public/0e01/60c7/30dc4229a28a/681e71e7ba9d/02142184121-015-a1/02142184121-015-a1.jpg?ts=1727774808570&w=104&f=auto,https://www.zara.com/de/de/hose-mit-spitze-p02142184.html
hosen,damen,"STRETCHHOSE AUS 100 % LEDER, ZW COLLECTION",Schwarz,stretchhose,394174131,239.0,https://static.zara.net/assets/public/068a/23dc/92434697ab72/d9716978a6d3/05479259800-a3/05479259800-a3.jpg?ts=1727348089893&w=104&f=auto,https://www.zara.com/de/de/stretchhose-aus-100%C2%A0-leder--zw-collection-p05479259.html
hosen,damen,"PYJAMAHOSE AUS BAUMWOLLE, ZW COLLECTION",Braun,pyjamahose,385745406,39.95,https://static.zara.net/assets/public/62da/bb66/dda1426a8bbb/11e20307860b/04877291756-a5/04877291756-a5.jpg?ts=1726832295752&w=104&f=auto,https://www.zara.com/de/de/pyjamahose-aus-baumwolle--zw-collection-p04877291.html
hosen,damen,BUNDFALTENHOSE – ZW COLLECTION,Braun,bundfaltenhose,399507746,49.95,https://static.zara.net/assets/public/3844/0244/74084c3d89fb/c73cbc8c671b/07149270700-a1/07149270700-a1.jpg?ts=1726737486641&w=104&f=auto,https://www.zara.com/de/de/bundfaltenhose-%E2%80%93-zw-collection-p07149270.html
hosen,damen,FEINSTRICKHOSE MIT RIPPENSTRUKTUR,Schwarz,feinstrickhose,398045662,39.95,https://static.zara.net/assets/public/4685/37f8/76fa47c3adfa/8f1f7ec8b2bb/01223929800-p/01223929800-p.jpg?ts=1728472990096&w=104&f=auto,https://www.zara.com/de/de/feinstrickhose-mit-rippenstruktur-p01223929.html
hosen,damen,HOSE MIT GÜRTEL ZW COLLECTION,Grün,hose,410418927,69.95,https://static.zara.net/assets/public/0b07/41d1/f2fb48d2a106/4b16adfb2ea8/09212084916-001-p/09212084916-001-p.jpg?ts=1728483154934&w=104&f=auto,https://www.zara.com/de/de/hose-mit-gurtel-zw-collection-p09212084.html
hosen,damen,BESTICKTE CULOTTE-HOSE ZW COLLECTION,Creme,bestickte,367514775,49.95,https://static.zara.net/assets/public/3a54/79d0/f1aa4189970f/6de09ecaac03/08114274251-a1/08114274251-a1.jpg?ts=1720023144791&w=104&f=auto,https://www.zara.com/de/de/bestickte-culotte-hose-zw-collection-p08114274.html
hosen,damen,HOSE AUS JACQUARDSTRICK,Grün,hose,367923589,39.95,https://static.zara.net/assets/public/3063/2357/3fe44c11a294/9bde3f6a2044/00506103515-p/00506103515-p.jpg?ts=1720021987983&w=104&f=auto,https://www.zara.com/de/de/hose-aus-jacquardstrick-p00506103.html
hosen,damen,TRSRS WD LG 13,Weiß,trsrs,392738552,79.95,https://static.zara.net/assets/public/5003/c201/643449768587/0e63685dcfe5/05418953250-p/05418953250-p.jpg?ts=1720708979577&w=104&f=auto,https://www.zara.com/de/de/trsrs-wd-lg-13-p05418953.html
hosen,damen,TRSRS 13,Weiß,trsrs,392738556,79.95,https://static.zara.net/assets/public/c519/032a/23214a4b9659/02e210f1846a/00745902250-e1/00745902250-e1.jpg?ts=1720708987131&w=104&f=auto,https://www.zara.com/de/de/trsrs-13-p00745902.html
hosen,damen,PNT CLTT 13,Weiß,pnt,392738553,79.95,https://static.zara.net/assets/public/9956/b26d/f7354168b4c4/11cb33ee7211/08319245250-e1/08319245250-e1.jpg?ts=1720708997774&w=104&f=auto,https://www.zara.com/de/de/pnt-cltt-13-p08319245.html
hosen,damen,PNT SKNN CRG 12,Weiß,pnt,392738555,79.95,https://static.zara.net/assets/public/20e6/82f9/b3574d179498/debff25c8431/04886902250-p/04886902250-p.jpg?ts=1720709000651&w=104&f=auto,https://www.zara.com/de/de/pnt-sknn-crg-12-p04886902.html
hosen,damen,PNT CRG 12,Creme,pnt,392738554,79.95,https://static.zara.net/assets/public/c576/c2e9/17504ef3ab92/faf813dc991d/03176431712-e1/03176431712-e1.jpg?ts=1720708963359&w=104&f=auto,https://www.zara.com/de/de/pnt-crg-12-p03176431.html
hosen,damen,TRSRS WD LG 13,Weiß,trsrs,372179791,79.95,https://static.zara.net/assets/public/e514/d63f/7d7940d3868e/13449db8b2ce/05418953250-e1/05418953250-e1.jpg?ts=1720708958074&w=104&f=auto,https://www.zara.com/de/de/trsrs-wd-lg-13-p05418953.html
hosen,damen,TRSRS 13,Weiß,trsrs,372776409,79.95,https://static.zara.net/assets/public/c519/032a/23214a4b9659/02e210f1846a/00745902250-e1/00745902250-e1.jpg?ts=1720708987131&w=104&f=auto,https://www.zara.com/de/de/trsrs-13-p00745902.html
hosen,damen,PNT CLTT 13,Weiß,pnt,371007232,79.95,https://static.zara.net/assets/public/9956/b26d/f7354168b4c4/11cb33ee7211/08319245250-e1/08319245250-e1.jpg?ts=1720708997774&w=104&f=auto,https://www.zara.com/de/de/pnt-cltt-13-p08319245.html
hosen,damen,PYJAMAHOSE,Weiß,pyjamahose,384634584,25.95,https://static.zara.net/assets/public/d0f3/7527/902140c0b7a6/4f3625c47a70/03152515064-p/03152515064-p.jpg?ts=1723801859917&w=104&f=auto,https://www.zara.com/de/de/pyjamahose-p03152515.html
hosen,damen,PNT SKNN CRG 12,Weiß,pnt,380133562,79.95,https://static.zara.net/assets/public/87f8/6b02/f7bc4314a661/50097c14c037/04886902250-e1/04886902250-e1.jpg?ts=1720708975384&w=104&f=auto,https://www.zara.com/de/de/pnt-sknn-crg-12-p04886902.html
hosen,damen,PNT CRG 12,Creme,pnt,380122453,79.95,https://static.zara.net/assets/public/c576/c2e9/17504ef3ab92/faf813dc991d/03176431712-e1/03176431712-e1.jpg?ts=1720708963359&w=104&f=auto,https://www.zara.com/de/de/pnt-crg-12-p03176431.html
hosen,damen,PYJAMAHOSE,Schwarz,pyjamahose,387563925,25.95,https://static.zara.net/assets/public/ea4d/da22/b0494ab0a72f/d8ffe12e47da/06929519800-a1/06929519800-a1.jpg?ts=1724059693148&w=104&f=auto,https://www.zara.com/de/de/pyjamahose-p03152515.html
hosen,damen,WEITE HOSE MIT STRUKTURMUSTER,Blau,weite,399328448,25.95,https://static.zara.net/assets/public/1cb2/49b5/24c8416a8276/6c3a40d6620d/01165515445-p/01165515445-p.jpg?ts=1726135773718&w=104&f=auto,https://www.zara.com/de/de/weite-hose-mit-strukturmuster-p01165515.html
hosen,damen,WEITE HOSE MIT REISSVERSCHLÜSSEN,Schwarz,weite,388241281,45.95,https://static.zara.net/assets/public/02cd/6482/32e7446486b7/b6bf3d30c791/09460201800-a2/09460201800-a2.jpg?ts=1727425527956&w=104&f=auto,https://www.zara.com/de/de/weite-hose-mit-reissverschlussen-p09460201.html
hosen,damen,INTERLOCK-HOSE MIT SCHLITZ,Blau,interlock,382162620,25.95,https://static.zara.net/assets/public/8223/8634/1b7f4538ac2e/76262ad92691/04174674485-p/04174674485-p.jpg?ts=1726824484319&w=104&f=auto,https://www.zara.com/de/de/interlock-hose-mit-schlitz-p04174674.html
hosen,damen,INTERLOCK-HOSE MIT SCHLITZ,Creme,interlock,382162621,25.95,https://static.zara.net/assets/public/c904/797b/ad44461895ff/6c58f888a2d1/04174674712-a2/04174674712-a2.jpg?ts=1726824473690&w=104&f=auto,https://www.zara.com/de/de/interlock-hose-mit-schlitz-p04174674.html
hosen,damen,FLIESSENDE JOGGINGHOSE,Schwarz,fliessende,393335855,25.95,https://static.zara.net/assets/public/ead7/0e20/94dd4fa08c27/018d897c1d79/03152511800-e1/03152511800-e1.jpg?ts=1721720551837&w=104&f=auto,https://www.zara.com/de/de/fliessende-jogginghose-p03152511.html
hosen,damen,KNÖCHELLANGE JACQUARDHOSE,Rot,knochellange,374763490,22.95,https://static.zara.net/assets/public/04de/c768/09be46f48a52/0f7cbfeee89b/05039630681-p/05039630681-p.jpg?ts=1722354937935&w=104&f=auto,https://www.zara.com/de/de/knochellange-jacquardhose-p05039630.html
hosen,damen,KNÖCHELLANGE JACQUARDHOSE,Grün,knochellange,374763488,22.95,https://static.zara.net/assets/public/4ed5/971e/49794180bf31/31ff006aa77d/05039630514-p/05039630514-p.jpg?ts=1722354928862&w=104&f=auto,https://www.zara.com/de/de/knochellange-jacquardhose-p05039630.html
hosen,damen,HOSE MIT STRUKTURMUSTER,Lila,hose,389519184,22.95,https://static.zara.net/assets/public/6251/2034/95884440af66/ee31c74aca77/05039811611-e1/05039811611-e1.jpg?ts=1723645825502&w=104&f=auto,https://www.zara.com/de/de/hose-mit-strukturmuster-p05039811.html
hosen,damen,HOSE MIT STRUKTURMUSTER,Schwarz,hose,387231305,22.95,https://static.zara.net/assets/public/9bde/d5a5/c80f4dff95ee/abc1f3bb68a9/05039811800-e1/05039811800-e1.jpg?ts=1723645817106&w=104&f=auto,https://www.zara.com/de/de/hose-mit-strukturmuster-p05039811.html
hosen,damen,INTERLOCK-HOSE MIT AUSGESTELLTEM BEIN UND GÜRTEL,Grau,interlock,383468257,29.95,https://static.zara.net/assets/public/8d07/aa30/98ba41829321/2bea49ddb948/03641836804-p/03641836804-p.jpg?ts=1724230947213&w=104&f=auto,https://www.zara.com/de/de/interlock-hose-mit-ausgestelltem-bein-und-gurtel-p03641836.html
hosen,damen,HOSE MIT STRUKTURMUSTER,Grün,hose,387231306,22.95,https://static.zara.net/assets/public/fa80/a9f7/6c564fc78dee/727862a93b7f/05039811507-e1/05039811507-e1.jpg?ts=1723650345247&w=104&f=auto,https://www.zara.com/de/de/hose-mit-strukturmuster-p05039811.html
hosen,damen,INTERLOCK-HOSE,Grün,interlock,383479880,22.95,https://static.zara.net/assets/public/ca85/f004/0be44249937c/b2787ed03d31/03641834912-p/03641834912-p.jpg?ts=1724230946585&w=104&f=auto,https://www.zara.com/de/de/interlock-hose-p03641834.html
hosen,damen,CAPRIHOSE – ZW COLLECTION,Schwarz,caprihose,370687370,49.95,https://static.zara.net/assets/public/18b7/424d/05934e458856/6d87aea9af3e/07149243800-p/07149243800-p.jpg?ts=1722503580973&w=104&f=auto,https://www.zara.com/de/de/caprihose-%E2%80%93-zw-collection-p07149243.html
hosen,damen,HOSE MIT MERZERISIERTEM GARN,Grau,hose,388283480,29.95,https://static.zara.net/assets/public/8da4/3495/37c3496fbe01/f0c277c2e88c/01165465802-001-p/01165465802-001-p.jpg?ts=1720513087010&w=104&f=auto,https://www.zara.com/de/de/hose-mit-merzerisiertem-garn-p01165465.html
hosen,damen,WICKELHOSE MIT SCHNÜRDETAIL,Grau,wickelhose,388120212,29.95,https://static.zara.net/assets/public/4fac/f49d/7b2646aca181/e8dc3b13b48e/04087461818-001-a5/04087461818-001-a5.jpg?ts=1720514437776&w=104&f=auto,https://www.zara.com/de/de/wickelhose-mit-schnurdetail-p04087461.html
hosen,damen,GERADE GESCHNITTENE HOSE MIT LEINEN,Blau,gerade,380986824,32.95,https://static.zara.net/assets/public/e112/3977/23794145a132/d4fde50d2bfb/09929040401-015-p/09929040401-015-p.jpg?ts=1715330432125&w=104&f=auto,https://www.zara.com/de/de/gerade-geschnittene-hose-mit-leinen-p02046939.html
hosen,damen,HOSE HEAVY COTTON,Schwarz,hose,380988225,22.95,https://static.zara.net/assets/public/b197/0a35/069242119f64/985cf6e4a227/04174031800-15-p/04174031800-15-p.jpg?ts=1713525500767&w=104&f=auto,https://www.zara.com/de/de/hose-heavy-cotton-p04174031.html
hosen,damen,LINEN-BLEND ANIMAL-PRINT WIDE-LEG TROUSERS,Leopardenmuster,linen,364740743,39.95,https://static.zara.net/assets/public/c783/c812/7c46433ebf36/0b5fb734859d/08018403051-p/08018403051-p.jpg?ts=1717749646140&w=104&f=auto,https://www.zara.com/de/de/linen-blend-animal-print-wide-leg-trousers-p08018403.html
hosen,damen,WIDE-LEG-HOSE MIT STICKEREI ZW COLLECTION,Braun,wide,367670665,69.95,https://static.zara.net/assets/public/d9b3/281a/3f92431194b9/1750074c0497/08117280700-p/08117280700-p.jpg?ts=1720436312975&w=104&f=auto,https://www.zara.com/de/de/wide-leg-hose-mit-stickerei-zw-collection-p08117280.html
hosen,damen,PALAZZOHOSE AUS LEINENMISCHGEWEBE,Creme,palazzohose,380984233,29.95,https://static.zara.net/assets/public/99d5/1c12/2c9b41ca8013/934ec37ffa9f/01255416251-015-a3/01255416251-015-a3.jpg?ts=1715765600886&w=104&f=auto,https://www.zara.com/de/de/palazzohose-aus-leinenmischgewebe-p01255416.html
hosen,damen,PALAZZOHOSE AUS LEINENMISCHGEWEBE,Grau,palazzohose,380987955,29.95,https://static.zara.net/assets/public/ece6/485f/a5384a018d55/de2cd9cec910/01255416809-015-p/01255416809-015-p.jpg?ts=1715765588365&w=104&f=auto,https://www.zara.com/de/de/palazzohose-aus-leinenmischgewebe-p01255416.html
hosen,damen,GEMUSTERTE HOSE MIT SCHNÜRUNG,Zebramuster,gemusterte,367651332,39.95,https://static.zara.net/assets/public/af13/a3aa/45244ae88365/8b641d67427f/03067501037-a1/03067501037-a1.jpg?ts=1720510075117&w=104&f=auto,https://www.zara.com/de/de/gemusterte-hose-mit-schnurung-p03067501.html
hosen,damen,HOSE MIT STRUKTURMUSTER,Zebramuster,hose,370990943,25.95,https://static.zara.net/assets/public/1a62/5743/722f4fb99111/ed04cbad5c09/05427551037-e1/05427551037-e1.jpg?ts=1719563400143&w=104&f=auto,https://www.zara.com/de/de/hose-mit-strukturmuster-p04391450.html
hosen,damen,PLISSÉEHOSE,Grün,plisseehose,376790702,29.95,https://static.zara.net/assets/public/8d57/41e9/f08448ca984b/722364b679b8/00264453500-p/00264453500-p.jpg?ts=1721659940797&w=104&f=auto,https://www.zara.com/de/de/plisseehose-p00264453.html
hosen,damen,HOSE IN LINGERIE-OPTIK MIT ANIMALPRINT,Leopardenmuster,hose,377059209,19.95,https://static.zara.net/assets/public/71ea/b8dd/7cb147448266/a9aca310d74a/05039276051-p/05039276051-p.jpg?ts=1721313526926&w=104&f=auto,https://www.zara.com/de/de/hose-in-lingerie-optik-mit-animalprint-p05039276.html
hosen,damen,HOSE AUS KÖPERSTOFF MIT GÜRTEL ZW COLLECTION,Grün,hose,384532837,59.95,https://static.zara.net/assets/public/0964/558c/3cec4ffeb652/f7d125b57391/08620545515-p/08620545515-p.jpg?ts=1724342885254&w=104&f=auto,https://www.zara.com/de/de/hose-aus-koperstoff-mit-gurtel-zw-collection-p08620545.html
hosen,damen,GERADE HOSE MIT FALTEN ZW COLLECTION,Creme,gerade,380924748,49.95,https://static.zara.net/assets/public/e053/f2d2/ce374d9a8b6f/5c72a2afc72e/09479280712-p/09479280712-p.jpg?ts=1724324844737&w=104&f=auto,https://www.zara.com/de/de/gerade-hose-mit-falten-zw-collection-p09479280.html
hosen,damen,HOSE AUS MISCHGEWEBE MIT SEIDE,Grau,hose,364102688,89.95,https://static.zara.net/assets/public/6daa/2d2f/acac466790a6/2fb4ea4aeda3/01758838802-p/01758838802-p.jpg?ts=1726747183320&w=104&f=auto,https://www.zara.com/de/de/hose-aus-mischgewebe-mit-seide-p01758838.html
hosen,damen,GESTREIFTE HOSE,Blau,gestreifte,390218825,39.95,https://static.zara.net/assets/public/90b6/4c16/535e43f88ab9/a4e7d0c3fd58/09443092044-p/09443092044-p.jpg?ts=1726747207592&w=104&f=auto,https://www.zara.com/de/de/gestreifte-hose-p09443092.html
hosen,damen,CAPRIHOSE MIT MITTELHOHEM BUND ZW COLLECTION,Blau,caprihose,389275534,39.95,https://static.zara.net/assets/public/6a37/c9c0/39bd42748936/5bb8017d54e9/08246241407-002-a4/08246241407-002-a4.jpg?ts=1720709819997&w=104&f=auto,https://www.zara.com/de/de/caprihose-mit-mittelhohem-bund-zw-collection-p08246241.html
hosen,damen,PYJAMAHOSE – ZW COLLECTION,Grau,pyjamahose,389358486,49.95,https://static.zara.net/assets/public/d5e5/676d/34eb4948bedf/95c27277574b/04043254812-15-p/04043254812-15-p.jpg?ts=1720784253316&w=104&f=auto,https://www.zara.com/de/de/pyjamahose-%E2%80%93-zw-collection-p04043254.html
hosen,damen,CHINOHOSE ZW COLLECTION,Beige,chinohose,382214085,45.95,https://static.zara.net/assets/public/7574/0344/1d884ae19d60/0ac42f8ec6d8/08621060450-a4/08621060450-a4.jpg?ts=1723549777607&w=104&f=auto,https://www.zara.com/de/de/chinohose-zw-collection-p08621060.html
hosen,damen,SATINIERTE HOSE MIT PRINT,Schwarz,satinierte,374774302,39.95,https://static.zara.net/assets/public/eb6a/1173/b87440b2884f/c7e089671af2/08362122070-a1/08362122070-a1.jpg?ts=1721993575363&w=104&f=auto,https://www.zara.com/de/de/satinierte-hose-mit-print-p08362122.html
hosen,damen,ASYMMETRISCHE SATIN-HOSE ZW COLLECTION,Schwarz,asymmetrische,387663900,49.95,https://static.zara.net/assets/public/8fe6/86f6/21ad440abb4f/6aa3163b7824/08744934800-a4/08744934800-a4.jpg?ts=1724324856621&w=104&f=auto,https://www.zara.com/de/de/asymmetrische-satin-hose-zw-collection-p08744934.html
hosen,damen,SATINIERTE CARGOHOSE ZW COLLECTION,Beige,satinierte,390172467,49.95,https://static.zara.net/assets/public/728c/69bd/023c4367bb45/029fe12aaf2c/08777192450-p/08777192450-p.jpg?ts=1724324846515&w=104&f=auto,https://www.zara.com/de/de/satinierte-cargohose-zw-collection-p08777192.html
hosen,damen,JACQUARD-PYJAMAHOSE ZW COLLECTION,Blau,jacquard,381261866,49.95,https://static.zara.net/assets/public/11a3/0f79/5b1b4a3d9b34/2ac33192d687/07999956409-a3/07999956409-a3.jpg?ts=1721730950288&w=104&f=auto,https://www.zara.com/de/de/jacquard-pyjamahose-zw-collection-p07999956.html
hosen,damen,PYJAMAHOSE – ZW COLLECTION,Creme,pyjamahose,372742480,39.95,https://static.zara.net/assets/public/b5ea/bb19/28854d10b40c/9e50191af5a6/04043257712-p/04043257712-p.jpg?ts=1721665706002&w=104&f=auto,https://www.zara.com/de/de/pyjamahose-%E2%80%93-zw-collection-p04043257.html
